pressure,bTemp,humidity,hTemp,aveTemp,lightLvl,milliseconds
98317.34,28.98,19,24,26.49,1023,24389
98317.34,28.98,19,24,26.49,1023,24464
98317.34,28.98,19,24,26.49,1023,24544
98312.34,28.98,19,24,26.49,1023,24620
98312.34,28.98,19,24,26.49,1023,24695
98312.34,28.98,19,24,26.49,1023,24771
98312.34,28.98,19,24,26.49,1023,24846
98312.34,28.98,19,24,26.49,1023,24922
98312.34,28.98,19,24,26.49,1023,24996
98312.34,28.98,16,25,26.99,1023,25342
98312.34,28.98,16,25,26.99,1023,25418
98312.34,28.98,16,25,26.99,1023,25493
98318.33,28.98,16,25,26.99,1023,25573
98318.33,28.98,16,25,26.99,1023,25650
98318.33,28.98,16,25,26.99,1023,25725
98318.33,28.98,16,25,26.99,1023,25800
98318.33,28.98,16,25,26.99,1023,25876
98318.33,28.98,16,25,26.99,1023,25952
98318.33,28.98,16,25,26.99,1023,26027
98318.33,28.98,16,25,26.99,1023,26102
98318.33,28.98,16,25,26.99,1023,26178
98318.33,28.98,16,25,26.99,1023,26253
98318.33,28.98,16,25,26.99,1023,26334
98318.33,28.98,16,25,26.99,1023,26409
98318.33,28.98,16,25,26.99,1023,26485
98312.34,28.98,16,25,26.99,1023,26560
98312.34,28.98,16,25,26.99,1023,26636
98312.34,28.98,16,25,26.99,1023,26711
98312.34,28.98,16,25,26.99,1023,26785
98312.34,28.98,16,25,26.99,1023,26861
98312.34,28.98,16,25,26.99,1023,26936
98312.34,28.98,16,25,26.99,1023,27012
98312.34,28.98,16,25,26.99,1023,27363
98312.34,28.98,16,25,26.99,1023,27440
98315.83,28.99,16,25,26.99,1023,27514
98315.83,28.99,16,25,26.99,1023,27590
98315.83,28.99,16,25,26.99,1023,27665
98315.83,28.99,16,25,26.99,1023,27741
98315.83,28.99,16,25,26.99,1023,27834
98315.83,28.99,16,25,26.99,1023,27910
98315.83,28.99,16,25,26.99,1023,27984
98315.83,28.99,16,25,26.99,1023,28060
98315.83,28.99,16,25,26.99,1023,28152
98315.83,28.99,16,25,26.99,1023,28228
98315.83,28.99,16,25,26.99,1023,28303
98315.83,28.99,16,25,26.99,1023,28379
98317.59,28.99,16,25,26.99,1023,28454
98317.59,28.99,16,25,26.99,1023,28529
98317.59,28.99,16,25,26.99,1023,28605
98317.59,28.99,16,25,26.99,1023,28680
98317.59,28.99,16,25,26.99,1023,28755
98317.59,28.99,16,25,26.99,1023,28835
98317.59,28.99,16,25,26.99,1023,28912
98317.59,28.99,16,25,26.99,1023,28988
98317.59,28.99,16,25,26.99,1023,29063
98317.59,28.99,16,25,26.99,1023,29410
98314.88,28.99,16,25,26.99,1023,29485
98314.88,28.99,16,25,26.99,1023,29560
98314.88,28.99,16,25,26.99,1023,29636
98314.88,28.99,16,25,26.99,1023,29712
98314.88,28.99,16,25,26.99,1023,29788
98314.88,28.99,16,25,26.99,1023,29868
98314.88,28.99,16,25,26.99,1023,29943
98314.88,28.99,16,25,26.99,1023,30019
98314.88,28.99,16,25,26.99,1023,30095
98314.88,28.99,16,25,26.99,1023,30170
98314.88,28.99,16,25,26.99,1023,30245
98315.63,29,16,25,27,1023,30320
98315.63,29,16,25,27,1023,30396
98315.63,29,16,25,27,1023,30472
98315.63,29,16,25,27,1023,30546
98315.63,29,16,25,27,1023,30626
98315.63,29,16,25,27,1023,30703
98315.63,29,16,25,27,1023,30778
98315.63,29,16,25,27,1023,30854
98315.63,29,16,25,27,1023,30929
98315.63,29,16,25,27,1023,31004
98315.63,29,16,25,27,1023,31080
98315.63,29,16,25,27,1023,31427
98314.67,29,16,25,27,1023,31502
98314.67,29,16,25,27,1023,31578
98314.67,29,16,25,27,1023,31657
98314.67,29,16,25,27,1023,31744
98314.67,29,16,25,27,1023,31819
98314.67,29,16,25,27,1023,31895
98314.67,29,16,25,27,1023,31971
98314.67,29,16,25,27,1023,32046
98314.67,29,16,25,27,1023,32121
98321.64,29.01,16,25,27.01,1023,32197
98321.64,29.01,16,25,27.01,1023,32272
98321.64,29.01,16,25,27.01,1023,32348
98321.64,29.01,16,25,27.01,1023,32428
98321.64,29.01,16,25,27.01,1023,32503
98321.64,29.01,16,25,27.01,1023,32579
98321.64,29.01,16,25,27.01,1023,32655
98321.64,29.01,16,25,27.01,1023,32731
98321.64,29.01,16,25,27.01,1023,32806
98321.64,29.01,16,25,27.01,1023,32881
98321.64,29.01,16,25,27.01,1023,32957
98321.64,29.01,16,25,27.01,1023,33033
98320.28,29.01,16,25,27.01,1023,33107
98320.28,29.01,16,25,27.01,1023,33461
98320.28,29.01,16,25,27.01,1023,33537
98320.28,29.01,16,25,27.01,1023,33611
98320.28,29.01,16,25,27.01,1023,33687
98320.28,29.01,16,25,27.01,1023,33762
98320.28,29.01,16,25,27.01,1023,33838
98320.28,29.01,16,25,27.01,1023,33913
98320.28,29.01,16,25,27.01,1023,33988
98316.42,29,16,25,27,1023,34064
98316.42,29,16,25,27,1023,34144
98316.42,29,16,25,27,1023,34220
98316.42,29,16,25,27,1023,34295
98316.42,29,16,25,27,1023,34371
98316.42,29,16,25,27,1023,34446
98316.42,29,16,25,27,1023,34522
98316.42,29,16,25,27,1023,34596
98316.42,29,16,25,27,1023,34672
98316.42,29,16,25,27,1023,34747
98316.42,29,16,25,27,1023,34823
98316.42,29,16,25,27,1023,34903
98316.42,29.01,16,25,27.01,1023,34978
98315.64,29.01,16,25,27.01,1023,35054
98315.64,29.01,16,25,27.01,1023,35130
98315.64,29.01,16,25,27.01,1023,35476
98315.64,29.01,16,25,27.01,1023,35551
98315.64,29.01,16,25,27.01,1023,35627
98315.64,29.01,16,25,27.01,1023,35701
98315.64,29.01,16,25,27.01,1023,35777
98315.64,29.01,16,25,27.01,1023,35852
98319.53,29,16,25,27,1023,35933
98319.53,29,16,25,27,1023,36008
98319.53,29,16,25,27,1023,36084
98319.53,29,16,25,27,1023,36160
98319.53,29,16,25,27,1023,36235
98319.53,29,16,25,27,1023,36311
98319.53,29,16,25,27,1023,36386
98319.53,29,16,25,27,1023,36461
98319.53,29,16,25,27,1023,36537
98319.53,29,16,25,27,1023,36613
98319.53,29,16,25,27,1023,36692
98319.53,29,16,25,27,1023,36768
98319.53,29,16,25,27,1023,36844
98312.53,29.01,16,25,27.01,1023,36919
98312.53,29.01,16,25,27.01,1023,36995
98312.53,29.01,16,25,27.01,1023,37069
98312.53,29.01,16,25,27.01,1023,37145
98312.53,29.01,16,25,27.01,1023,37492
98312.53,29.01,16,25,27.01,1023,37567
98312.53,29.01,16,25,27.01,1023,37661
98312.53,29.01,16,25,27.01,1023,37741
98318.35,29.01,16,25,27.01,1023,37818
98318.35,29.01,16,25,27.01,1023,37894
98318.35,29.01,16,25,27.01,1023,37968
98318.35,29.01,16,25,27.01,1023,38044
98318.35,29.01,16,25,27.01,1023,38119
98318.35,29.01,16,25,27.01,1023,38195
98318.35,29.01,16,25,27.01,1023,38269
98318.35,29.01,16,25,27.01,1023,38345
98318.35,29.01,16,25,27.01,1023,38420
98318.35,29.01,16,25,27.01,1023,38500
98318.35,29.01,16,25,27.01,1023,38576
98318.35,29.01,16,25,27.01,1023,38651
98318.35,29.01,16,25,27.01,1023,38727
98318.17,29,16,25,27,1023,38802
98318.17,29,16,25,27,1023,38878
98318.17,29,16,25,27,1023,38952
98318.17,29,16,25,27,1023,39028
98318.17,29,16,25,27,1023,39103
98318.17,29,16,25,27,1023,39179
98318.17,29,19,23,26,1023,39530
98318.17,29,19,23,26,1023,39606
98318.17,29,19,23,26,1023,39682
98315.64,29.01,19,23,26.01,1023,39756
98315.64,29.01,19,23,26.01,1023,39832
98315.64,29.01,19,23,26.01,1023,39908
98315.64,29.01,19,23,26.01,1023,39983
98315.64,29.01,19,23,26.01,1023,40058
98315.64,29.01,19,23,26.01,1023,40134
98315.64,29.01,19,23,26.01,1023,40214
98315.64,29.01,19,23,26.01,1023,40290
98315.64,29.01,19,23,26.01,1023,40366
98315.64,29.01,19,23,26.01,1023,40440
98315.64,29.01,19,23,26.01,1023,40516
98315.64,29.01,19,23,26.01,1023,40591
98316.6,29.01,19,23,26.01,1023,40667
98316.6,29.01,19,23,26.01,1023,40741
98316.6,29.01,19,23,26.01,1023,40817
98316.6,29.01,19,23,26.01,1023,40892
98316.6,29.01,19,23,26.01,1023,40972
98316.6,29.01,19,23,26.01,1023,41049
98316.6,29.01,19,23,26.01,1023,41123
98316.6,29.01,19,23,26.01,1023,41199
98316.6,29.01,16,25,27.01,1023,41546
98318.53,29.01,16,25,27.01,1023,41621
98318.53,29.01,16,25,27.01,1023,41697
98318.53,29.01,16,25,27.01,1023,41772
98318.53,29.01,16,25,27.01,1023,41847
98318.53,29.01,16,25,27.01,1023,41922
98318.53,29.01,16,25,27.01,1023,42013
98318.53,29.01,16,25,27.01,1023,42099
98318.53,29.01,16,25,27.01,1023,42175
98318.53,29.01,16,25,27.01,1023,42251
98318.53,29.01,16,25,27.01,1023,42326
98318.53,29.01,16,25,27.01,1023,42401
98318.53,29.01,16,25,27.01,1023,42477
98313.1,29.01,16,25,27.01,1023,42552
98313.1,29.01,16,25,27.01,1023,42628
98313.1,29.01,16,25,27.01,1023,42702
98313.1,29.01,16,25,27.01,1023,42782
98313.1,29.01,16,25,27.01,1023,42859
98313.1,29.01,16,25,27.01,1023,42935
98313.1,29.01,16,25,27.01,1023,43011
98313.1,29.01,16,25,27.01,1023,43086
98313.1,29.01,16,25,27.01,1023,43162
98313.1,29.01,16,25,27.01,1023,43238
98313.1,29.01,16,25,27.01,1023,43585
98313.1,29.01,16,25,27.01,1023,43661
98313.1,29.01,16,25,27.01,1023,43737
98313.1,29.01,16,25,27.01,1023,43816
98313.1,29.01,16,25,27.01,1023,43893
98313.1,29.01,16,25,27.01,1023,43969
98313.1,29.01,16,25,27.01,1023,44044
98313.1,29.01,16,25,27.01,1023,44120
98313.1,29.01,16,25,27.01,1023,44195
98313.1,29.01,16,25,27.01,1023,44271
98313.1,29.01,16,25,27.01,1023,44346
98322.42,29.01,16,25,27.01,1023,44422
98322.42,29.01,16,25,27.01,1023,44497
98322.42,29.01,16,25,27.01,1023,44578
98322.42,29.01,16,25,27.01,1023,44654
98322.42,29.01,16,25,27.01,1023,44730
98322.42,29.01,16,25,27.01,1023,44805
98322.42,29.01,16,25,27.01,1023,44880
98322.42,29.01,16,25,27.01,1023,44956
98322.42,29.01,16,25,27.01,1023,45031
98322.42,29.01,16,25,27.01,1023,45107
98322.42,29.01,16,25,27.01,1023,45182
98322.42,29.01,16,25,27.01,1023,45262
98322.42,29.01,16,25,27.01,1023,45611
98312.53,29.01,16,25,27.01,1023,45686
98312.53,29.01,16,25,27.01,1023,45761
98312.53,29.01,16,25,27.01,1023,45837
98312.53,29.01,16,25,27.01,1023,45913
98312.53,29.01,16,25,27.01,1023,45988
98312.53,29.01,16,25,27.01,1023,46063
98312.53,29.01,16,25,27.01,1023,46139
98312.53,29.01,16,25,27.01,1023,46215
98309.03,29.01,16,25,27.01,1023,46295
98309.03,29.01,16,25,27.01,1023,46370
98309.03,29.01,16,25,27.01,1023,46446
98309.03,29.01,16,25,27.01,1023,46522
98309.03,29.01,16,25,27.01,1023,46598
98309.03,29.01,16,25,27.01,1023,46673
98309.03,29.01,16,25,27.01,1023,46749
98309.03,29.01,16,25,27.01,1023,46825
98309.03,29.01,16,25,27.01,1023,46901
98309.03,29.01,16,25,27.01,1023,46976
98309.03,29.01,16,25,27.01,1023,47056
98309.03,29.01,16,25,27.01,1023,47132
98309.03,29.01,16,25,27.01,1023,47208
98316.79,29.02,16,25,27.01,1023,47302
98316.79,29.02,16,25,27.01,1023,47648
98316.79,29.02,16,25,27.01,1023,47724
98316.79,29.02,16,25,27.01,1023,47800
98316.79,29.02,16,25,27.01,1023,47876
98316.79,29.02,16,25,27.01,1023,47950
98316.79,29.02,16,25,27.01,1023,48026
98316.79,29.02,16,25,27.01,1023,48106
98314.85,29.01,16,25,27.01,1023,48183
98314.85,29.01,16,25,27.01,1023,48259
98314.85,29.01,16,25,27.01,1023,48333
98314.85,29.01,16,25,27.01,1023,48409
98314.85,29.01,16,25,27.01,1023,48485
98314.85,29.01,16,25,27.01,1023,48560
98314.85,29.01,16,25,27.01,1023,48635
98314.85,29.01,16,25,27.01,1023,48711
98314.85,29.01,16,25,27.01,1023,48786
98314.85,29.01,16,25,27.01,1023,48866
98314.85,29.01,16,25,27.01,1023,48943
98314.85,29.01,16,25,27.01,1023,49018
98314.85,29.01,16,25,27.01,1023,49093
98317.39,29.02,16,25,27.01,1023,49169
98317.39,29.02,16,25,27.01,1023,49245
98317.39,29.02,16,25,27.01,1023,49319
98317.39,29.02,16,25,27.01,1023,49667
98317.39,29.02,16,25,27.01,1023,49741
98317.39,29.02,16,25,27.01,1023,49817
98317.39,29.02,16,25,27.01,1023,49897
98317.39,29.02,16,25,27.01,1023,49974
98317.78,29.02,16,25,27.01,1023,50050
98317.78,29.02,16,25,27.01,1023,50125
98317.78,29.02,16,25,27.01,1023,50201
98317.78,29.02,16,25,27.01,1023,50276
98317.78,29.02,16,25,27.01,1023,50352
98317.78,29.02,16,25,27.01,1023,50427
98317.78,29.02,16,25,27.01,1023,50503
98317.78,29.02,16,25,27.01,1023,50579
98317.78,29.02,16,25,27.01,1023,50660
98317.78,29.02,16,25,27.01,1023,50735
98317.78,29.02,16,25,27.01,1023,50810
98317.78,29.02,16,25,27.01,1023,50886
98317.78,29.02,16,25,27.01,1023,50962
98318.54,29.02,16,25,27.01,1023,51037
98318.54,29.02,16,25,27.01,1023,51112
98318.54,29.02,16,25,27.01,1023,51188
98318.54,29.02,16,25,27.01,1023,51263
98318.54,29.02,16,25,27.01,1023,51344
98318.54,29.02,16,25,27.01,1023,51691
98318.54,29.02,16,25,27.01,1023,51766
98318.54,29.02,16,25,27.01,1023,51842
98318.54,29.02,16,25,27.01,1023,51917
98319.9,29.02,16,25,27.01,1023,51992
98319.9,29.02,16,25,27.01,1023,52068
98319.9,29.02,16,25,27.01,1023,52144
98319.9,29.02,16,25,27.01,1023,52218
98319.9,29.02,16,25,27.01,1023,52294
98319.9,29.02,16,25,27.01,1023,52374
98319.9,29.02,16,25,27.01,1023,52451
98319.9,29.02,16,25,27.01,1023,52536
98319.9,29.02,16,25,27.01,1023,52612
98319.9,29.02,16,25,27.01,1023,52687
98319.9,29.02,16,25,27.01,1023,52762
98319.9,29.02,16,25,27.01,1023,52838
98317.18,29.02,16,25,27.01,1023,52914
98317.18,29.02,16,25,27.01,1023,52989
98317.18,29.02,16,25,27.01,1023,53064
98317.18,29.02,16,25,27.01,1023,53145
98317.18,29.02,16,25,27.01,1023,53221
98317.18,29.02,16,25,27.01,1023,53297
98317.18,29.02,16,25,27.01,1023,53372
98317.18,29.02,16,25,27.01,1023,53720
98317.18,29.02,16,25,27.01,1023,53795
98314.08,29.02,16,25,27.01,1023,53871
98314.08,29.02,16,25,27.01,1023,53946
98314.08,29.02,16,25,27.01,1023,54022
98314.08,29.02,16,25,27.01,1023,54097
